year,estratopri,aoj21,colseg,ur,q1,q2,m1,trust,pr5,ideologia
2025.0,Atlántica,Crimen organizado,Peor,Urbano,Mujer,63.0,Negativa,2.0,1.0,Izquierda
2025.0,Atlántica,Crimen organizado,Peor,Urbano,Mujer,50.0,Neutra,7.0,7.0,Izquierda
2025.0,Atlántica,Crimen organizado,Peor,Urbano,Mujer,28.0,Positiva,2.0,1.0,Centro
2025.0,Atlántica,Guerrillas,Igual,Urbano,Mujer,29.0,Positiva,6.0,5.0,Derecha
2025.0,Atlántica,Delincuentes comunes,Igual,Urbano,Mujer,36.0,Neutra,7.0,5.0,Centro derecha
2025.0,Atlántica,Crimen organizado,Peor,Urbano,Hombre,58.0,Positiva,5.0,5.0,Izquierda
2025.0,Atlántica,Crimen organizado,Peor,Urbano,Hombre,29.0,Neutra,4.0,5.0,Centro derecha
2025.0,Atlántica,Crimen organizado,Peor,Urbano,Mujer,46.0,Neutra,5.0,4.0,Centro derecha
2025.0,Atlántica,Crimen organizado,Peor,Urbano,Mujer,33.0,Negativa,3.0,1.0,Centro izquierda
2025.0,Atlántica,Crimen organizado,Peor,Urbano,Mujer,52.0,Negativa,1.0,4.0,Centro derecha
2025.0,Atlántica,Crimen organizado,Igual,Urbano,Mujer,32.0,Negativa,1.0,3.0,Centro derecha
2025.0,Atlántica,Crimen organizado,Peor,Urbano,Hombre,63.0,Positiva,1.0,2.0,Centro izquierda
2025.0,Atlántica,Guerrillas,Peor,Urbano,Hombre,22.0,Neutra,2.0,2.0,Izquierda
2025.0,Atlántica,Guerrillas,Igual,Urbano,Mujer,39.0,Neutra,6.0,5.0,Derecha
2025.0,Atlántica,Crimen organizado,Peor,Urbano,Hombre,45.0,Neutra,4.0,4.0,Centro
2025.0,Atlántica,Delincuentes comunes,Peor,Urbano,Hombre,67.0,Negativa,5.0,4.0,Centro derecha
2025.0,Atlántica,Crimen organizado,Peor,Urbano,Hombre,45.0,Positiva,2.0,7.0,Centro izquierda
2025.0,Atlántica,Crimen organizado,Peor,Urbano,Hombre,75.0,Negativa,5.0,5.0,Derecha
2025.0,Atlántica,Crimen organizado,Peor,Urbano,Mujer,25.0,Neutra,5.0,5.0,Centro izquierda
2025.0,Atlántica,Delincuentes comunes,Peor,Urbano,Mujer,49.0,Neutra,6.0,6.0,Centro
2025.0,Atlántica,Crimen organizado,Peor,Urbano,Mujer,30.0,Neutra,7.0,2.0,Centro
2025.0,Atlántica,Delincuentes comunes,Peor,Urbano,Hombre,43.0,Positiva,4.0,5.0,Centro
2025.0,Atlántica,Guerrillas,Peor,Urbano,Hombre,29.0,Negativa,5.0,4.0,Centro derecha
2025.0,Atlántica,Guerrillas,Peor,Urbano,Hombre,29.0,Negativa,1.0,3.0,Derecha
2025.0,Atlántica,Crimen organizado,Peor,Urbano,Hombre,39.0,Neutra,4.0,6.0,Centro derecha
2025.0,Bogotá,Crimen organizado,Peor,Urbano,Hombre,47.0,Neutra,4.0,4.0,Centro derecha
2025.0,Bogotá,Crimen organizado,Peor,Urbano,Hombre,41.0,Positiva,2.0,4.0,Izquierda
2025.0,Bogotá,Fuerzas de seguridad,Peor,Urbano,Mujer,72.0,Neutra,7.0,1.0,Izquierda
2025.0,Bogotá,Guerrillas,Peor,Urbano,Hombre,83.0,Neutra,7.0,7.0,Derecha
2025.0,Bogotá,Delincuentes comunes,Igual,Urbano,Mujer,19.0,Negativa,4.0,5.0,Centro derecha
2025.0,Bogotá,Delincuentes comunes,Peor,Urbano,Mujer,60.0,Negativa,7.0,7.0,Derecha
2025.0,Bogotá,Crimen organizado,Peor,Urbano,Hombre,25.0,Positiva,6.0,,Centro
2025.0,Bogotá,Crimen organizado,Igual,Urbano,Hombre,44.0,Positiva,5.0,3.0,Centro izquierda
2025.0,Bogotá,Delincuentes comunes,Peor,Urbano,Hombre,20.0,Neutra,1.0,3.0,Centro
2025.0,Bogotá,Crimen organizado,Peor,Urbano,Hombre,72.0,Negativa,7.0,1.0,Centro
2025.0,Bogotá,Personas cercanas,Peor,Urbano,Hombre,34.0,Positiva,6.0,6.0,Centro izquierda
2025.0,Bogotá,Crimen organizado,Peor,Urbano,Mujer,70.0,Negativa,7.0,7.0,Derecha
2025.0,Bogotá,Crimen organizado,Peor,Urbano,Hombre,78.0,Negativa,4.0,2.0,Centro
2025.0,Bogotá,Crimen organizado,Peor,Urbano,Mujer,26.0,Neutra,2.0,3.0,Centro izquierda
2025.0,Bogotá,Crimen organizado,Igual,Urbano,Mujer,40.0,Positiva,5.0,4.0,Centro izquierda
2025.0,Bogotá,Delincuentes comunes,Igual,Urbano,Hombre,19.0,Positiva,6.0,1.0,Izquierda
2025.0,Bogotá,Crimen organizado,Peor,Urbano,Mujer,27.0,Negativa,5.0,5.0,
2025.0,Bogotá,Delincuentes comunes,Peor,Urbano,Mujer,24.0,Neutra,1.0,1.0,Izquierda
2025.0,Bogotá,Crimen organizado,Peor,Urbano,Hombre,80.0,Neutra,7.0,7.0,Derecha
2025.0,Bogotá,Delincuentes comunes,Peor,Urbano,Hombre,35.0,Negativa,3.0,3.0,Derecha
2025.0,Bogotá,Delincuentes comunes,Igual,Urbano,Mujer,62.0,Positiva,1.0,7.0,Izquierda
2025.0,Bogotá,Crimen organizado,Peor,Urbano,Hombre,55.0,Negativa,1.0,1.0,Derecha
2025.0,Bogotá,Delincuentes comunes,Peor,Urbano,Mujer,65.0,Neutra,3.0,,Centro
2025.0,Bogotá,Crimen organizado,Peor,Urbano,Mujer,70.0,Negativa,5.0,,Centro
2025.0,Bogotá,Delincuentes comunes,Peor,Urbano,Mujer,45.0,Positiva,6.0,,Centro
2025.0,Bogotá,Crimen organizado,Peor,Urbano,Mujer,44.0,Neutra,2.0,1.0,Centro
2025.0,Bogotá,Crimen organizado,Peor,Urbano,Hombre,57.0,Negativa,2.0,2.0,Centro
2025.0,Bogotá,Delincuentes comunes,Igual,Urbano,Hombre,72.0,Positiva,5.0,5.0,Centro
2025.0,Bogotá,Crimen organizado,Igual,Urbano,Hombre,61.0,Neutra,4.0,5.0,Centro izquierda
2025.0,Bogotá,Delincuentes comunes,Peor,Urbano,Mujer,59.0,Negativa,7.0,,
2025.0,Bogotá,Crimen organizado,Peor,Urbano,Hombre,48.0,Negativa,7.0,7.0,Derecha
2025.0,Bogotá,Delincuentes comunes,Peor,Urbano,Mujer,32.0,Negativa,4.0,,Centro
2025.0,Bogotá,Delincuentes comunes,Peor,Urbano,Hombre,28.0,,3.0,4.0,Centro izquierda
2025.0,Bogotá,Delincuentes comunes,Peor,Urbano,Mujer,63.0,Neutra,7.0,7.0,Izquierda
2025.0,Bogotá,Crimen organizado,Mejor,Urbano,Mujer,66.0,Positiva,5.0,3.0,Centro
2025.0,Bogotá,Delincuentes comunes,Peor,Urbano,Hombre,40.0,Negativa,4.0,4.0,Derecha
2025.0,Bogotá,Delincuentes comunes,Peor,Urbano,Mujer,34.0,Negativa,6.0,4.0,Derecha
2025.0,Bogotá,Delincuentes comunes,Igual,Urbano,Hombre,49.0,Negativa,2.0,3.0,Centro derecha
2025.0,Bogotá,Delincuentes comunes,Igual,Urbano,Mujer,47.0,Neutra,4.0,4.0,Centro
2025.0,Bogotá,Delincuentes comunes,Igual,Urbano,Mujer,50.0,Neutra,2.0,4.0,
2025.0,Bogotá,Guerrillas,Peor,Urbano,Hombre,34.0,Negativa,6.0,6.0,Centro
2025.0,Bogotá,Guerrillas,Peor,Urbano,Hombre,22.0,Negativa,4.0,3.0,Centro derecha
2025.0,Bogotá,Guerrillas,Peor,Urbano,Mujer,35.0,Negativa,5.0,4.0,Centro derecha
2025.0,Bogotá,Delincuentes comunes,Peor,Urbano,Mujer,33.0,Negativa,3.0,4.0,Centro
2025.0,Bogotá,Crimen organizado,Mejor,Urbano,Hombre,33.0,Neutra,3.0,3.0,
2025.0,Bogotá,Delincuentes comunes,Igual,Urbano,Hombre,50.0,Positiva,3.0,4.0,Centro derecha
2025.0,Bogotá,Delincuentes comunes,Igual,Urbano,Mujer,23.0,Negativa,3.0,1.0,Centro derecha
2025.0,Bogotá,Delincuentes comunes,Igual,Urbano,Hombre,37.0,Positiva,3.0,3.0,Centro
2025.0,Bogotá,Crimen organizado,Peor,Urbano,Mujer,48.0,Negativa,5.0,3.0,Centro
2025.0,Bogotá,Delincuentes comunes,Igual,Urbano,Mujer,29.0,Neutra,4.0,2.0,Centro
2025.0,Bogotá,Delincuentes comunes,Igual,Urbano,Hombre,46.0,Positiva,3.0,3.0,Centro izquierda
2025.0,Bogotá,Crimen organizado,Igual,Urbano,Mujer,48.0,Negativa,2.0,1.0,Centro derecha
2025.0,Bogotá,Delincuentes comunes,Igual,Urbano,Mujer,26.0,Neutra,3.0,5.0,Centro izquierda
2025.0,Bogotá,Guerrillas,Igual,Urbano,Hombre,29.0,Negativa,5.0,5.0,Centro
2025.0,Bogotá,Delincuentes comunes,Igual,Urbano,Mujer,32.0,Negativa,3.0,3.0,Centro
2025.0,Bogotá,Crimen organizado,Peor,Urbano,Hombre,24.0,Negativa,4.0,4.0,Centro
2025.0,Bogotá,Crimen organizado,Peor,Urbano,Mujer,21.0,Negativa,4.0,5.0,Centro derecha
2025.0,Bogotá,Guerrillas,Peor,Urbano,Hombre,28.0,Negativa,3.0,3.0,Izquierda
2025.0,Bogotá,Crimen organizado,Igual,Urbano,Hombre,38.0,Neutra,1.0,1.0,Centro
2025.0,Bogotá,Guerrillas,Igual,Urbano,Hombre,46.0,Negativa,3.0,6.0,Centro
2025.0,Bogotá,Delincuentes comunes,Peor,Urbano,Mujer,33.0,Negativa,3.0,6.0,Centro
2025.0,Bogotá,Fuerzas de seguridad,Igual,Urbano,Hombre,35.0,Positiva,5.0,5.0,Izquierda
2025.0,Bogotá,Guerrillas,Peor,Urbano,Hombre,30.0,Neutra,7.0,7.0,Derecha
2025.0,Bogotá,Delincuentes comunes,Igual,Urbano,Mujer,59.0,Positiva,4.0,2.0,Izquierda
2025.0,Bogotá,Crimen organizado,Mejor,Urbano,Mujer,29.0,Positiva,4.0,5.0,Centro
2025.0,Bogotá,Crimen organizado,Peor,Urbano,Mujer,63.0,Neutra,5.0,4.0,Centro derecha
2025.0,Bogotá,Delincuentes comunes,Peor,Urbano,Mujer,42.0,Positiva,4.0,6.0,Centro derecha
2025.0,Bogotá,Crimen organizado,Peor,Urbano,Mujer,35.0,Neutra,1.0,2.0,Centro
2025.0,Bogotá,Delincuentes comunes,Igual,Urbano,Mujer,44.0,Positiva,1.0,3.0,Izquierda
2025.0,Bogotá,Fuerzas de seguridad,Igual,Urbano,Hombre,33.0,Positiva,6.0,6.0,Izquierda
2025.0,Bogotá,Crimen organizado,Mejor,Urbano,Hombre,56.0,Positiva,3.0,1.0,Izquierda
2025.0,Bogotá,Crimen organizado,Peor,Urbano,Hombre,29.0,Negativa,5.0,4.0,Derecha
2025.0,Bogotá,Crimen organizado,Mejor,Urbano,Hombre,24.0,Neutra,2.0,4.0,Centro
2025.0,Bogotá,Fuerzas de seguridad,Peor,Urbano,Hombre,47.0,Neutra,1.0,4.0,Centro izquierda
2025.0,Bogotá,Delincuentes comunes,Peor,Urbano,Mujer,30.0,Neutra,1.0,1.0,Centro
2025.0,Bogotá,Crimen organizado,Peor,Urbano,Hombre,35.0,Neutra,3.0,4.0,Izquierda
2025.0,Bogotá,Crimen organizado,Peor,Urbano,Mujer,45.0,Negativa,6.0,7.0,Centro derecha
2025.0,Bogotá,Delincuentes comunes,Peor,Urbano,Hombre,47.0,Neutra,1.0,7.0,Derecha
2025.0,Bogotá,Crimen organizado,Peor,Urbano,Hombre,22.0,Positiva,3.0,1.0,Izquierda
2025.0,Bogotá,Crimen organizado,Peor,Urbano,Mujer,58.0,Neutra,4.0,3.0,Centro derecha
2025.0,Bogotá,Crimen organizado,Peor,Urbano,Mujer,28.0,Neutra,4.0,3.0,Centro
2025.0,Bogotá,Crimen organizado,Peor,Urbano,Hombre,67.0,Negativa,6.0,4.0,Derecha
2025.0,Bogotá,Crimen organizado,Peor,Urbano,Hombre,31.0,Positiva,2.0,2.0,Izquierda
2025.0,Bogotá,Delincuentes comunes,Igual,Urbano,Mujer,70.0,Neutra,5.0,4.0,Centro
2025.0,Bogotá,Delincuentes comunes,Igual,Urbano,Mujer,29.0,Positiva,6.0,6.0,Izquierda
2025.0,Bogotá,Crimen organizado,Igual,Urbano,Hombre,35.0,Positiva,7.0,7.0,Centro
2025.0,Bogotá,Crimen organizado,Peor,Urbano,Mujer,59.0,Negativa,7.0,3.0,Derecha
2025.0,Bogotá,Delincuentes comunes,Peor,Urbano,Hombre,40.0,Positiva,1.0,1.0,Centro izquierda
2025.0,Bogotá,Crimen organizado,Peor,Urbano,Mujer,65.0,Positiva,7.0,7.0,Derecha
2025.0,Bogotá,Crimen organizado,Peor,Urbano,Hombre,65.0,Neutra,6.0,7.0,Centro izquierda
2025.0,Bogotá,Delincuentes comunes,Igual,Urbano,Mujer,19.0,Neutra,2.0,3.0,Centro
2025.0,Bogotá,Crimen organizado,Peor,Urbano,Mujer,90.0,Negativa,7.0,7.0,Centro
2025.0,Bogotá,Delincuentes comunes,Igual,Urbano,Mujer,31.0,Neutra,1.0,1.0,
2025.0,Bogotá,Delincuentes comunes,Peor,Urbano,Hombre,41.0,Positiva,6.0,,Centro
2025.0,Bogotá,Guerrillas,Igual,Urbano,Mujer,41.0,Neutra,2.0,6.0,Centro
2025.0,Bogotá,Crimen organizado,Peor,Urbano,Hombre,40.0,Negativa,7.0,7.0,Derecha
2025.0,Bogotá,Delincuentes comunes,Peor,Urbano,Hombre,45.0,Negativa,1.0,1.0,
2025.0,Bogotá,Crimen organizado,Peor,Urbano,Mujer,48.0,Neutra,3.0,3.0,Centro
2025.0,Bogotá,Delincuentes comunes,Igual,Urbano,Hombre,48.0,Positiva,4.0,3.0,Centro
2025.0,Bogotá,Crimen organizado,Peor,Urbano,Mujer,30.0,Neutra,3.0,3.0,Centro izquierda
2025.0,Bogotá,Fuerzas de seguridad,Mejor,Urbano,Hombre,28.0,Positiva,1.0,7.0,Izquierda
2025.0,Bogotá,Crimen organizado,Peor,Urbano,Hombre,61.0,Negativa,2.0,2.0,Izquierda
2025.0,Bogotá,Fuerzas de seguridad,Peor,Urbano,Hombre,42.0,Neutra,2.0,4.0,Centro
2025.0,Bogotá,Delincuentes comunes,Peor,Urbano,Hombre,52.0,Neutra,1.0,4.0,Centro derecha
2025.0,Bogotá,Delincuentes comunes,Mejor,Urbano,Mujer,20.0,Positiva,2.0,2.0,Centro izquierda
2025.0,Bogotá,Guerrillas,Peor,Urbano,Hombre,22.0,Neutra,1.0,2.0,Centro
2025.0,Bogotá,Guerrillas,Peor,Urbano,Hombre,24.0,Positiva,5.0,5.0,Derecha
2025.0,Bogotá,Delincuentes comunes,Mejor,Urbano,Mujer,34.0,Positiva,3.0,3.0,Izquierda
2025.0,Bogotá,Delincuentes comunes,Peor,Urbano,Mujer,28.0,Positiva,1.0,3.0,Centro izquierda
2025.0,Bogotá,Delincuentes comunes,Peor,Urbano,Mujer,42.0,Neutra,4.0,4.0,Centro derecha
2025.0,Bogotá,Ninguno,Peor,Urbano,Hombre,21.0,Neutra,4.0,2.0,Centro
2025.0,Bogotá,Crimen organizado,Igual,Urbano,Mujer,53.0,Negativa,1.0,7.0,Derecha
2025.0,Bogotá,Delincuentes comunes,Peor,Urbano,Mujer,54.0,Positiva,7.0,1.0,Centro
2025.0,Bogotá,Delincuentes comunes,Igual,Urbano,Mujer,50.0,Neutra,6.0,4.0,Derecha
2025.0,Bogotá,Delincuentes comunes,Peor,Urbano,Mujer,40.0,Neutra,5.0,4.0,Centro
2025.0,Bogotá,Guerrillas,Peor,Urbano,Hombre,36.0,Negativa,4.0,3.0,Centro
2025.0,Bogotá,Delincuentes comunes,Peor,Urbano,Mujer,67.0,Negativa,2.0,3.0,Centro
2025.0,Bogotá,Delincuentes comunes,Peor,Urbano,Mujer,29.0,Negativa,7.0,,Centro
2025.0,Bogotá,Delincuentes comunes,Peor,Urbano,Hombre,18.0,Negativa,6.0,4.0,Centro
2025.0,Bogotá,Delincuentes comunes,Peor,Urbano,Hombre,57.0,Negativa,7.0,7.0,Centro
2025.0,Bogotá,Delincuentes comunes,Peor,Urbano,Mujer,41.0,Neutra,2.0,1.0,Centro
2025.0,Bogotá,Personas cercanas,Peor,Urbano,Mujer,60.0,Negativa,5.0,,Centro derecha
2025.0,Bogotá,Delincuentes comunes,Peor,Urbano,Hombre,54.0,Neutra,3.0,2.0,
2025.0,Bogotá,Delincuentes comunes,Peor,Urbano,Hombre,58.0,Negativa,1.0,5.0,Centro
2025.0,Bogotá,Delincuentes comunes,Igual,Urbano,Mujer,43.0,Positiva,2.0,2.0,Centro
2025.0,Bogotá,Guerrillas,Peor,Urbano,Hombre,38.0,Negativa,4.0,3.0,Centro
2025.0,Bogotá,Guerrillas,Peor,Urbano,Mujer,22.0,Neutra,2.0,2.0,Centro
2025.0,Bogotá,Delincuentes comunes,Peor,Urbano,Hombre,42.0,Negativa,1.0,4.0,Centro
2025.0,Bogotá,Delincuentes comunes,Igual,Urbano,Hombre,70.0,Neutra,7.0,7.0,
2025.0,Bogotá,Delincuentes comunes,Peor,Urbano,Mujer,28.0,Positiva,4.0,4.0,Centro izquierda
2025.0,Bogotá,Delincuentes comunes,Igual,Urbano,Hombre,42.0,Positiva,3.0,4.0,Centro
2025.0,Bogotá,Delincuentes comunes,Peor,Urbano,Hombre,23.0,Negativa,6.0,2.0,Centro
2025.0,Bogotá,Delincuentes comunes,Peor,Urbano,Mujer,18.0,Neutra,1.0,4.0,Derecha
2025.0,Bogotá,Crimen organizado,Peor,Urbano,Mujer,73.0,Negativa,7.0,7.0,
2025.0,Bogotá,Delincuentes comunes,Peor,Urbano,Mujer,59.0,Neutra,5.0,3.0,Derecha
2025.0,Bogotá,Guerrillas,Igual,Urbano,Hombre,25.0,Positiva,2.0,4.0,Centro derecha
2025.0,Bogotá,Delincuentes comunes,Peor,Urbano,Mujer,67.0,Negativa,7.0,7.0,Derecha
2025.0,Bogotá,Delincuentes comunes,Igual,Urbano,Mujer,38.0,Positiva,4.0,4.0,Centro izquierda
2025.0,Bogotá,Crimen organizado,Igual,Urbano,Hombre,29.0,Negativa,3.0,3.0,Centro
2025.0,Bogotá,Delincuentes comunes,Peor,Urbano,Hombre,28.0,Negativa,4.0,4.0,Centro derecha
2025.0,Bogotá,Crimen organizado,Peor,Urbano,Hombre,31.0,Positiva,5.0,3.0,Izquierda
2025.0,Bogotá,Delincuentes comunes,Peor,Urbano,Mujer,46.0,Negativa,3.0,4.0,Derecha
2025.0,Bogotá,Fuerzas de seguridad,Peor,Urbano,Hombre,31.0,Neutra,4.0,,Izquierda
2025.0,Bogotá,Delincuentes comunes,Peor,Urbano,Mujer,40.0,Neutra,4.0,3.0,Izquierda
2025.0,Bogotá,Guerrillas,Peor,Urbano,Mujer,29.0,Negativa,7.0,,Centro izquierda
2025.0,Bogotá,Delincuentes comunes,Peor,Urbano,Hombre,52.0,Neutra,5.0,3.0,
2025.0,Bogotá,Delincuentes comunes,Igual,Urbano,Mujer,42.0,Positiva,4.0,4.0,
2025.0,Bogotá,Delincuentes comunes,Igual,Urbano,Mujer,33.0,Positiva,3.0,,Izquierda
2025.0,Bogotá,Delincuentes comunes,Peor,Urbano,Hombre,28.0,Neutra,2.0,2.0,Centro
2025.0,Bogotá,Crimen organizado,Igual,Urbano,Mujer,42.0,Neutra,,2.0,Centro
2025.0,Bogotá,Delincuentes comunes,Igual,Urbano,Hombre,30.0,Negativa,6.0,7.0,Derecha
2025.0,Bogotá,Personas cercanas,Igual,Urbano,Mujer,27.0,Positiva,3.0,,Centro
2025.0,Bogotá,Delincuentes comunes,Peor,Urbano,Hombre,48.0,Negativa,2.0,1.0,Derecha
2025.0,Bogotá,Fuerzas de seguridad,Peor,Urbano,Hombre,66.0,Positiva,2.0,3.0,Izquierda
2025.0,Bogotá,Guerrillas,Peor,Urbano,Hombre,64.0,Negativa,1.0,1.0,Derecha
2025.0,Bogotá,Delincuentes comunes,Peor,Urbano,Mujer,46.0,Negativa,6.0,,Derecha
2025.0,Bogotá,Delincuentes comunes,Peor,Urbano,Mujer,33.0,Negativa,2.0,2.0,Centro
2025.0,Bogotá,Delincuentes comunes,Peor,Urbano,Mujer,62.0,Negativa,5.0,7.0,Derecha
2025.0,Bogotá,Delincuentes comunes,Peor,Urbano,Hombre,27.0,Neutra,4.0,5.0,Izquierda
2025.0,Bogotá,Delincuentes comunes,Peor,Urbano,Hombre,26.0,Negativa,6.0,5.0,Derecha
2025.0,Bogotá,Delincuentes comunes,Igual,Urbano,Mujer,26.0,Neutra,4.0,6.0,
2025.0,Bogotá,Delincuentes comunes,Peor,Urbano,Mujer,50.0,Neutra,5.0,4.0,Centro
2025.0,Bogotá,Guerrillas,Peor,Urbano,Hombre,42.0,Negativa,4.0,1.0,Centro
2025.0,Bogotá,Crimen organizado,Igual,Urbano,Mujer,21.0,Positiva,3.0,,Derecha
2025.0,Bogotá,Delincuentes comunes,Peor,Urbano,Hombre,31.0,Negativa,5.0,5.0,Derecha
2025.0,Bogotá,Delincuentes comunes,Peor,Urbano,Hombre,48.0,Negativa,3.0,5.0,Centro
2025.0,Bogotá,Delincuentes comunes,Peor,Urbano,Hombre,29.0,Neutra,4.0,2.0,Centro derecha
2025.0,Bogotá,Guerrillas,Igual,Urbano,Mujer,33.0,Neutra,3.0,3.0,Centro
2025.0,Bogotá,Guerrillas,Igual,Urbano,Mujer,24.0,Neutra,3.0,4.0,Centro
2025.0,Bogotá,Guerrillas,Igual,Urbano,Mujer,46.0,Neutra,6.0,3.0,Centro
2025.0,Bogotá,Crimen organizado,Igual,Urbano,Hombre,49.0,Negativa,2.0,2.0,Centro
2025.0,Bogotá,Delincuentes comunes,Peor,Urbano,Hombre,48.0,Negativa,3.0,2.0,Centro
2025.0,Bogotá,Guerrillas,Igual,Urbano,Mujer,40.0,Neutra,5.0,2.0,Centro
2025.0,Bogotá,Crimen organizado,Igual,Urbano,Hombre,40.0,Neutra,4.0,3.0,Centro izquierda
2025.0,Bogotá,Crimen organizado,Igual,Urbano,Hombre,46.0,Negativa,3.0,5.0,Centro
2025.0,Bogotá,Crimen organizado,Igual,Urbano,Hombre,27.0,Neutra,3.0,3.0,Centro izquierda
2025.0,Bogotá,Delincuentes comunes,Peor,Urbano,Hombre,34.0,Neutra,3.0,3.0,Centro izquierda
2025.0,Bogotá,Guerrillas,Peor,Urbano,Mujer,35.0,Negativa,4.0,3.0,Centro derecha
2025.0,Bogotá,Guerrillas,Igual,Urbano,Mujer,25.0,Neutra,2.0,6.0,Centro
2025.0,Bogotá,Crimen organizado,Igual,Urbano,Hombre,38.0,Neutra,3.0,4.0,Izquierda
2025.0,Bogotá,Crimen organizado,Igual,Urbano,Mujer,47.0,Neutra,4.0,4.0,Centro izquierda
2025.0,Bogotá,Delincuentes comunes,Peor,Urbano,Hombre,22.0,Negativa,5.0,2.0,Centro
2025.0,Bogotá,Delincuentes comunes,Igual,Urbano,Mujer,24.0,Positiva,4.0,2.0,Centro izquierda
2025.0,Bogotá,Delincuentes comunes,Igual,Urbano,Hombre,40.0,Neutra,5.0,5.0,Centro izquierda
2025.0,Bogotá,Delincuentes comunes,Igual,Urbano,Hombre,51.0,Neutra,3.0,3.0,Centro
2025.0,Bogotá,Guerrillas,Peor,Urbano,Mujer,48.0,Negativa,4.0,5.0,Centro
2025.0,Bogotá,Crimen organizado,Peor,Urbano,Mujer,26.0,Negativa,2.0,3.0,Centro
2025.0,Bogotá,Crimen organizado,Peor,Urbano,Hombre,19.0,Neutra,4.0,3.0,Centro izquierda
2025.0,Bogotá,Delincuentes comunes,Peor,Urbano,Hombre,48.0,Neutra,4.0,4.0,Centro
2025.0,Bogotá,Delincuentes comunes,Peor,Urbano,Hombre,33.0,Neutra,5.0,5.0,Centro
2025.0,Bogotá,Crimen organizado,Peor,Urbano,Hombre,30.0,Negativa,3.0,4.0,Centro
2025.0,Bogotá,Delincuentes comunes,Igual,Urbano,Mujer,24.0,Neutra,2.0,3.0,Centro
2025.0,Bogotá,Fuerzas de seguridad,Igual,Urbano,Mujer,47.0,Negativa,3.0,2.0,Centro
2025.0,Bogotá,Delincuentes comunes,Peor,Urbano,Hombre,46.0,Negativa,4.0,1.0,Centro
2025.0,Bogotá,Crimen organizado,Peor,Urbano,Mujer,32.0,Neutra,4.0,3.0,Centro
2025.0,Bogotá,Crimen organizado,Igual,Urbano,Mujer,37.0,Positiva,1.0,3.0,Izquierda
2025.0,Bogotá,Crimen organizado,Igual,Urbano,Hombre,47.0,Neutra,4.0,3.0,Centro izquierda
2025.0,Bogotá,Delincuentes comunes,Peor,Urbano,Hombre,38.0,Neutra,5.0,4.0,Centro derecha
2025.0,Bogotá,Guerrillas,Peor,Urbano,Hombre,25.0,Neutra,2.0,2.0,Centro
2025.0,Bogotá,Crimen organizado,Peor,Rural,Mujer,19.0,Negativa,7.0,3.0,Centro derecha
2025.0,Bogotá,Crimen organizado,Peor,Urbano,Hombre,33.0,Negativa,2.0,1.0,Centro izquierda
2025.0,Bogotá,Delincuentes comunes,Peor,Urbano,Hombre,25.0,Negativa,3.0,4.0,Centro derecha
2025.0,Bogotá,Crimen organizado,Igual,Urbano,Hombre,20.0,Positiva,5.0,3.0,Izquierda
2025.0,Bogotá,Delincuentes comunes,Igual,Urbano,Hombre,45.0,Positiva,3.0,4.0,Centro derecha
2025.0,Bogotá,Crimen organizado,Peor,Urbano,Hombre,50.0,Negativa,3.0,2.0,Centro
2025.0,Bogotá,Delincuentes comunes,Peor,Urbano,Hombre,40.0,Negativa,3.0,4.0,Centro derecha
2025.0,Bogotá,Delincuentes comunes,Igual,Urbano,Mujer,47.0,Neutra,3.0,1.0,Centro
2025.0,Bogotá,Delincuentes comunes,Igual,Urbano,Hombre,30.0,Positiva,4.0,3.0,Centro derecha
2025.0,Bogotá,Delincuentes comunes,Peor,Urbano,Mujer,29.0,Negativa,2.0,1.0,Centro derecha
2025.0,Bogotá,Delincuentes comunes,Peor,Urbano,Mujer,62.0,Negativa,3.0,,Centro
2025.0,Bogotá,Delincuentes comunes,Igual,Urbano,Mujer,35.0,Positiva,3.0,,Izquierda
2025.0,Bogotá,Crimen organizado,Peor,Urbano,Mujer,49.0,Neutra,4.0,4.0,Izquierda
2025.0,Bogotá,Crimen organizado,Igual,Urbano,Mujer,32.0,Positiva,2.0,3.0,Izquierda
2025.0,Bogotá,Delincuentes comunes,Peor,Urbano,Hombre,48.0,,3.0,,
2025.0,Bogotá,Delincuentes comunes,Peor,Urbano,Mujer,47.0,Negativa,4.0,3.0,Centro
2025.0,Bogotá,Guerrillas,Peor,Urbano,Hombre,25.0,Negativa,6.0,4.0,Centro derecha
2025.0,Bogotá,Delincuentes comunes,Igual,Urbano,Hombre,43.0,Positiva,3.0,3.0,Centro derecha
2025.0,Bogotá,Delincuentes comunes,Peor,Urbano,Mujer,47.0,Neutra,5.0,3.0,Centro
2025.0,Bogotá,Guerrillas,Igual,Urbano,Hombre,36.0,Negativa,4.0,3.0,Centro
2025.0,Bogotá,Delincuentes comunes,Igual,Urbano,Hombre,49.0,Negativa,3.0,3.0,Centro derecha
2025.0,Bogotá,Delincuentes comunes,Igual,Urbano,Hombre,38.0,Neutra,6.0,4.0,Centro
2025.0,Bogotá,Crimen organizado,Igual,Urbano,Mujer,37.0,Positiva,5.0,2.0,Izquierda
2025.0,Bogotá,Delincuentes comunes,Peor,Urbano,Mujer,50.0,Neutra,4.0,4.0,Centro
2025.0,Bogotá,Crimen organizado,Igual,Urbano,Mujer,22.0,Positiva,2.0,5.0,Centro izquierda
